model name,checkpoint,grammatical phenomenon,dataset language,accuracy,perplexity good,perplexity bad,dataset path,timestamp
reverse_partial,checkpoint-3000,ellipsis_n_bar_2,reverse_partial,0.7335581787521079,788.7939686619656,982.1176256625102,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:08:53.613315
reverse_full,checkpoint-3000,ellipsis_n_bar_2,reverse_full,0.8397976391231029,965.5824540414993,1369.5516358518491,data_generation/outputs/impossible_blimp/v3/ellipsis_n_bar_2_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:09:07.269673
english,checkpoint-3000,existential_there_object_raising,english,0.7558299039780522,527.9931226497675,669.4474113291185,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered.jsonl,2026-01-02T00:09:23.767611
shuffle_nondeterministic,checkpoint-3000,existential_there_object_raising,shuffle_nondeterministic,0.700960219478738,3034.024323684969,3429.086635476671,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T00:09:37.279728
shuffle_deterministic21,checkpoint-3000,existential_there_object_raising,shuffle_deterministic21,0.710562414266118,2533.0693194968494,2862.1855413228063,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T00:09:50.792375
shuffle_local3,checkpoint-3000,existential_there_object_raising,shuffle_local3,0.7695473251028807,654.2417824614674,825.8985545786655,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T00:10:05.093200
shuffle_local5,checkpoint-3000,existential_there_object_raising,shuffle_local5,0.7338820301783264,718.9007135968004,876.8517415270414,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T00:10:18.922851
shuffle_local10,checkpoint-3000,existential_there_object_raising,shuffle_local10,0.6556927297668038,1197.0812244743004,1357.9439057360912,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:10:33.779315
shuffle_even_odd,checkpoint-3000,existential_there_object_raising,shuffle_even_odd,0.6268861454046639,858.8355885906733,980.57086810225,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:10:47.948648
reverse_partial,checkpoint-3000,existential_there_object_raising,reverse_partial,0.7777777777777778,403.8170576601626,506.93967490797695,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:11:02.118317
reverse_full,checkpoint-3000,existential_there_object_raising,reverse_full,0.6968449931412894,718.7960855459523,847.8677725207167,data_generation/outputs/impossible_blimp/v3/existential_there_object_raising_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:11:16.526499
english,checkpoint-3000,existential_there_quantifiers_1,english,0.972,511.8874908101049,1477.0186380874602,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered.jsonl,2026-01-02T00:11:33.097302
shuffle_nondeterministic,checkpoint-3000,existential_there_quantifiers_1,shuffle_nondeterministic,0.822,2080.9415528975687,2907.1783067051697,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T00:11:47.280598
shuffle_deterministic21,checkpoint-3000,existential_there_quantifiers_1,shuffle_deterministic21,0.91,1737.4001101969784,3186.818173966762,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T00:12:01.511408
shuffle_local3,checkpoint-3000,existential_there_quantifiers_1,shuffle_local3,0.913,659.1495445445147,1145.651487942899,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T00:12:15.746192
shuffle_local5,checkpoint-3000,existential_there_quantifiers_1,shuffle_local5,0.899,672.4031594348297,1055.2844950117135,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T00:12:29.933474
shuffle_local10,checkpoint-3000,existential_there_quantifiers_1,shuffle_local10,0.823,828.5874281325501,1195.4961582667804,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:12:44.047705
shuffle_even_odd,checkpoint-3000,existential_there_quantifiers_1,shuffle_even_odd,0.92,622.0641133373944,1562.7130299852095,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:12:58.035089
reverse_partial,checkpoint-3000,existential_there_quantifiers_1,reverse_partial,0.953,280.9500079430841,599.8905125062785,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:13:12.545278
reverse_full,checkpoint-3000,existential_there_quantifiers_1,reverse_full,0.944,547.4463934030412,1155.1137883483602,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_1_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:13:27.143806
english,checkpoint-3000,existential_there_quantifiers_2,english,0.591,1372.6041449585332,1485.0726715051305,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered.jsonl,2026-01-02T00:13:43.849338
shuffle_nondeterministic,checkpoint-3000,existential_there_quantifiers_2,shuffle_nondeterministic,0.449,3286.128522100655,3052.6940923160587,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T00:13:58.049286
shuffle_deterministic21,checkpoint-3000,existential_there_quantifiers_2,shuffle_deterministic21,0.736,1551.3627501336607,3485.9486903817738,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T00:14:12.478581
shuffle_local3,checkpoint-3000,existential_there_quantifiers_2,shuffle_local3,0.326,1621.4937437266974,1178.9705305860923,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T00:14:26.321694
shuffle_local5,checkpoint-3000,existential_there_quantifiers_2,shuffle_local5,0.318,1658.6628495047873,1135.0663082576104,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T00:14:40.124725
shuffle_local10,checkpoint-3000,existential_there_quantifiers_2,shuffle_local10,0.213,2113.5226506986455,1147.4201845842372,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:14:53.866048
shuffle_even_odd,checkpoint-3000,existential_there_quantifiers_2,shuffle_even_odd,0.449,1635.1240141153728,1533.4646056416577,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:15:07.788843
reverse_partial,checkpoint-3000,existential_there_quantifiers_2,reverse_partial,0.518,601.6249460694672,605.8983402465884,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:15:21.855351
reverse_full,checkpoint-3000,existential_there_quantifiers_2,reverse_full,0.545,1103.5875502260624,1160.4653288515,data_generation/outputs/impossible_blimp/v3/existential_there_quantifiers_2_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:15:36.139122
english,checkpoint-3000,existential_there_subject_raising,english,0.8682352941176471,326.6991678580569,520.7619754114284,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered.jsonl,2026-01-02T00:15:52.286176
shuffle_nondeterministic,checkpoint-3000,existential_there_subject_raising,shuffle_nondeterministic,0.5752941176470588,1626.4037825591638,1712.4969409611667,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T00:16:06.734199
shuffle_deterministic21,checkpoint-3000,existential_there_subject_raising,shuffle_deterministic21,0.6752941176470588,1525.3581522172274,1710.7762269476643,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T00:16:20.703516
shuffle_local3,checkpoint-3000,existential_there_subject_raising,shuffle_local3,0.6964705882352941,351.38806340437384,446.10587811153516,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T00:16:34.571053
shuffle_local5,checkpoint-3000,existential_there_subject_raising,shuffle_local5,0.64,398.9596660314131,457.0901199317776,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T00:16:48.711249
shuffle_local10,checkpoint-3000,existential_there_subject_raising,shuffle_local10,0.5835294117647059,776.2626064904083,832.9175954755445,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T00:17:03.187743
shuffle_even_odd,checkpoint-3000,existential_there_subject_raising,shuffle_even_odd,0.7435294117647059,422.3497509456795,580.8398750330481,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T00:17:17.402148
reverse_partial,checkpoint-3000,existential_there_subject_raising,reverse_partial,0.8105882352941176,242.54893883674077,335.2028144235031,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T00:17:31.853895
reverse_full,checkpoint-3000,existential_there_subject_raising,reverse_full,0.8376470588235294,393.3249125392089,589.2128518434404,data_generation/outputs/impossible_blimp/v3/existential_there_subject_raising_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T00:17:46.191308
english,checkpoint-3000,expletive_it_object_raising,english,0.779874213836478,312.91687425346186,408.6888931708867,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered.jsonl,2026-01-02T23:06:53.879078
shuffle_nondeterministic,checkpoint-3000,expletive_it_object_raising,shuffle_nondeterministic,0.6792452830188679,2323.6290123692547,2626.455168241678,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered%shuffle_nondeterministic.jsonl,2026-01-02T23:07:03.054456
shuffle_deterministic21,checkpoint-3000,expletive_it_object_raising,shuffle_deterministic21,0.7138364779874213,2008.543233341193,2303.111412149534,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered%shuffle_deterministic21.jsonl,2026-01-02T23:07:12.925597
shuffle_local3,checkpoint-3000,expletive_it_object_raising,shuffle_local3,0.7169811320754716,401.0012295709729,500.76913326830356,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered%shuffle_local3.jsonl,2026-01-02T23:07:22.408413
shuffle_local5,checkpoint-3000,expletive_it_object_raising,shuffle_local5,0.6226415094339622,483.0141331738055,562.8730209541677,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered%shuffle_local5.jsonl,2026-01-02T23:07:31.670437
shuffle_local10,checkpoint-3000,expletive_it_object_raising,shuffle_local10,0.6509433962264151,981.6361572804939,1110.8786365998287,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered%shuffle_local10.jsonl,2026-01-02T23:07:40.443505
shuffle_even_odd,checkpoint-3000,expletive_it_object_raising,shuffle_even_odd,0.7389937106918238,607.7011370114515,798.6770510455963,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered%shuffle_even_odd.jsonl,2026-01-02T23:07:49.907161
reverse_partial,checkpoint-3000,expletive_it_object_raising,reverse_partial,0.7672955974842768,274.1540243059805,343.53282873759684,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered%reverse_partial.jsonl,2026-01-02T23:07:59.016073
reverse_full,checkpoint-3000,expletive_it_object_raising,reverse_full,0.7767295597484277,424.64187669888923,547.2283281290801,data_generation/outputs/impossible_blimp/v3/expletive_it_object_raising_20260101_170829%filtered%reverse_full.jsonl,2026-01-02T23:08:08.447184
